Respondent ID,Age,Gender,Favorite Toy,Play Frequency,Play Context,Toy Discovery,Seasonal Interest,Digital vs. Physical,Character Connection,New Toy Interest,Play Duration,Play Space,Purchase Decision Factors,Purchase Channels,Budget Allocation (£/yr),Advertising Impact Channels,Developmental Benefits,Brand Perceptions,Sustainability Importance,Digital Balance,Long-Term Value,Trend Awareness Sources
R385,6,Female,Cocomelon Set,Several times/week,Family play,Store display,Year-round,Digital mostly,Peppa Pig,Hot Wheels,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",100,"TV, Social media","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Low (1),"Parent forums, YouTube"
R386,6,Female,Cocomelon Set,Less often,Peer play,TV ad,Occasion-based,Mix of both,Elsa (Frozen),LEGO Minecraft,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",300,"TV, Social media","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"YouTube, Teachers"
R387,3,Male,Transformers,Daily,Solo play,YouTube ad,Occasion-based,Mix of both,Sonic the Hedgehog,Play-Doh,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Smyths, Argos",350,"Social media, TV","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"Parent forums, Teachers"
R388,4,Female,Cocomelon Set,Several times/week,Family play,Gift from friend,Occasion-based,Digital mostly,Peppa Pig,Nintendo Switch,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Smyths, Argos",150,"Parent forums, YouTube","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Medium (3),"Instagram, Parent forums"
R389,3,Female,Hot Wheels,Less often,Solo play,Social media,Weather-dependent,Digital mostly,Mario,LOL Surprise,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",100,"TV, Parent forums","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,Low (1),"Instagram, Parent forums"
R390,3,Female,Play-Doh,Daily,Solo play,TV ad,Weather-dependent,Mix of both,Bluey,Hot Wheels,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",150,"Parent forums, TV","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"Instagram, Parent forums"
R391,9,Male,LEGO Minecraft,Less often,Solo play,Social media,Year-round,Digital mostly,Elsa (Frozen),Nintendo Switch,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",300,"Social media, In-store displays","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Medium (3),"Newsletters, Instagram"
R392,9,Female,Barbie Doll,Daily,Solo play,YouTube ad,Seasonal,Mix of both,Peppa Pig,Nintendo Switch,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Brand Website",150,"TV, In-store displays","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Medium (3),"Instagram, YouTube"
R393,5,Female,Transformers,Daily,Peer play,Social media,Occasion-based,Mix of both,Peppa Pig,LEGO Minecraft,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Tesco",150,"In-store displays, Social media","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Low (1),"YouTube, Instagram"
R394,2,Female,LOL Surprise,Daily,Mixed,Gift from friend,Weather-dependent,Physical only,Paw Patrol,Barbie Doll,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",150,"TV, In-store displays","Fine motor skills, Creativity","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,High (5),"Teachers, Parent forums"
R395,8,Female,Fisher-Price Piano,Less often,Peer play,TV ad,Occasion-based,Digital mostly,Mario,Hot Wheels,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",150,"YouTube, Parent forums","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Low (1),"Newsletters, Teachers"
R396,6,Male,Transformers,Daily,Family play,Gift from friend,Occasion-based,Physical only,Mario,Play-Doh,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",250,"In-store displays, YouTube","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,High (5),"Teachers, YouTube"
R397,2,Male,Fisher-Price Piano,Daily,Mixed,Gift from friend,Seasonal,Mix of both,Sonic the Hedgehog,LOL Surprise,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",100,"Parent forums, YouTube","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,High (5),"YouTube, Newsletters"
R398,4,Male,Barbie Doll,Less often,Family play,YouTube ad,Year-round,Physical only,Spider-Man,LOL Surprise,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",350,"Social media, Parent forums","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"Instagram, Parent forums"
R399,3,Female,Barbie Doll,Several times/week,Solo play,TV ad,Seasonal,Physical only,Bluey,Nintendo Switch,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",150,"Parent forums, In-store displays","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Low (1),"Teachers, Instagram"
R400,3,Male,Fisher-Price Piano,Daily,Family play,TV ad,Seasonal,Mix of both,Minions,LOL Surprise,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",350,"TV, Parent forums","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Low (1),"Parent forums, YouTube"
R401,6,Female,Transformers,Several times/week,Family play,YouTube ad,Year-round,Mix of both,Peppa Pig,Barbie Doll,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",150,"Parent forums, In-store displays","Creativity, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Low (1),"Parent forums, Newsletters"
R402,3,Male,LOL Surprise,Daily,Solo play,Store display,Weather-dependent,Digital mostly,Peppa Pig,Cocomelon Set,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Argos",350,"Parent forums, In-store displays","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Low (1),"Parent forums, Instagram"
R403,2,Female,Fisher-Price Piano,Several times/week,Mixed,YouTube ad,Weather-dependent,Physical only,Sonic the Hedgehog,Hot Wheels,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Amazon",350,"In-store displays, YouTube","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Low (1),"Parent forums, Teachers"
R404,5,Male,Transformers,Weekly,Peer play,YouTube ad,Weather-dependent,Physical only,Minions,Transformers,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",100,"In-store displays, Parent forums","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Medium (3),"Instagram, Parent forums"
R405,9,Female,Fisher-Price Piano,Less often,Solo play,TV ad,Year-round,Physical only,Sonic the Hedgehog,Fisher-Price Piano,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",100,"TV, YouTube","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,High (5),"Parent forums, Teachers"
R406,7,Male,Play-Doh,Several times/week,Family play,TV ad,Seasonal,Mix of both,Peppa Pig,Cocomelon Set,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",100,"Social media, TV","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"Instagram, Parent forums"
R407,5,Female,Transformers,Weekly,Solo play,Social media,Year-round,Physical only,Minions,Transformers,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",350,"YouTube, In-store displays","Fine motor skills, Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Medium (3),"Newsletters, YouTube"
R408,7,Female,Barbie Doll,Several times/week,Mixed,Social media,Seasonal,Physical only,Minions,Cocomelon Set,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",100,"YouTube, TV","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,Medium (3),"Parent forums, Teachers"
R409,3,Female,LEGO Minecraft,Weekly,Mixed,TV ad,Occasion-based,Digital mostly,Paw Patrol,Fisher-Price Piano,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",350,"Parent forums, In-store displays","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,High (5),"Teachers, YouTube"
R410,3,Male,Hot Wheels,Less often,Family play,Gift from friend,Occasion-based,Physical only,Sonic the Hedgehog,Transformers,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Argos, Smyths",250,"Parent forums, Social media","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Low (1),"YouTube, Newsletters"
R411,4,Male,Transformers,Daily,Solo play,Store display,Year-round,Physical only,Minions,LOL Surprise,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",300,"Social media, Parent forums","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Low (1),"YouTube, Teachers"
R412,2,Female,Hot Wheels,Several times/week,Peer play,Store display,Weather-dependent,Physical only,Paw Patrol,LOL Surprise,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Argos",100,"In-store displays, Social media","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Low (1),"YouTube, Instagram"
R413,4,Female,Cocomelon Set,Less often,Solo play,Store display,Year-round,Physical only,Peppa Pig,Play-Doh,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Argos",100,"In-store displays, TV","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Medium (3),"Newsletters, Teachers"
R414,7,Female,Barbie Doll,Daily,Family play,TV ad,Seasonal,Mix of both,Peppa Pig,LOL Surprise,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",350,"Social media, In-store displays","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Low (1),"Instagram, YouTube"
R415,7,Male,Barbie Doll,Daily,Family play,TV ad,Occasion-based,Physical only,Sonic the Hedgehog,Hot Wheels,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",100,"In-store displays, Parent forums","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Low (1),"Parent forums, Newsletters"
R416,6,Female,Cocomelon Set,Daily,Solo play,Gift from friend,Weather-dependent,Mix of both,Spider-Man,Barbie Doll,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",200,"In-store displays, YouTube","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),Timer-based play,Medium (3),"Parent forums, Newsletters"
R417,4,Male,Barbie Doll,Weekly,Solo play,Store display,Year-round,Physical only,Elsa (Frozen),Play-Doh,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",100,"TV, In-store displays","Emotional regulation, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,High (5),"Newsletters, Teachers"
R418,7,Male,Fisher-Price Piano,Daily,Solo play,Gift from friend,Weather-dependent,Digital mostly,Peppa Pig,Play-Doh,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",300,"In-store displays, TV","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),Timer-based play,High (5),"YouTube, Newsletters"
R419,6,Female,Cocomelon Set,Less often,Mixed,YouTube ad,Occasion-based,Mix of both,Mario,Fisher-Price Piano,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",350,"Parent forums, Social media","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Medium (3),"YouTube, Parent forums"
R420,3,Female,Transformers,Several times/week,Solo play,Store display,Weather-dependent,Digital mostly,Sonic the Hedgehog,LOL Surprise,45 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",200,"In-store displays, Social media","Emotional regulation, STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"YouTube, Parent forums"
R421,7,Male,LOL Surprise,Less often,Family play,YouTube ad,Year-round,Physical only,Bluey,Cocomelon Set,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Argos",100,"In-store displays, Parent forums","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Medium (3),"Parent forums, YouTube"
R422,2,Male,Play-Doh,Less often,Family play,TV ad,Year-round,Mix of both,Peppa Pig,LOL Surprise,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Tesco, Smyths",100,"YouTube, In-store displays","Fine motor skills, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,High (5),"YouTube, Newsletters"
R423,8,Female,LOL Surprise,Less often,Peer play,TV ad,Occasion-based,Physical only,Elsa (Frozen),Transformers,1 hr,Playroom,"Educational (5), Interest (5), Price (4)","Argos, Amazon",200,"TV, Social media","Cognitive dev., Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,Low (1),"Newsletters, YouTube"
R424,8,Male,Fisher-Price Piano,Daily,Peer play,Social media,Occasion-based,Physical only,Peppa Pig,Transformers,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Tesco, Argos",250,"YouTube, In-store displays","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Medium (3),"Teachers, Instagram"
R425,4,Female,LEGO Minecraft,Weekly,Family play,YouTube ad,Year-round,Physical only,Bluey,LEGO Minecraft,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",100,"In-store displays, TV","Creativity, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,Medium (3),"Parent forums, Teachers"
R426,3,Female,Nintendo Switch,Several times/week,Solo play,Social media,Occasion-based,Physical only,Sonic the Hedgehog,Fisher-Price Piano,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Tesco, Brand Website",100,"YouTube, Parent forums","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Low (1),"Parent forums, YouTube"
R427,6,Male,Fisher-Price Piano,Weekly,Family play,YouTube ad,Year-round,Physical only,Sonic the Hedgehog,Play-Doh,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Tesco, Amazon",250,"Social media, In-store displays","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),No screens after 6PM,High (5),"Instagram, YouTube"
R428,5,Female,LOL Surprise,Several times/week,Mixed,Store display,Year-round,Digital mostly,Minions,Hot Wheels,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",250,"YouTube, Parent forums","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),1hr on weekends,Low (1),"Teachers, Newsletters"
R429,9,Male,Fisher-Price Piano,Weekly,Mixed,YouTube ad,Weather-dependent,Physical only,Spider-Man,LOL Surprise,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",250,"In-store displays, TV","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,High (5),"Instagram, Teachers"
R430,5,Male,Play-Doh,Daily,Solo play,TV ad,Seasonal,Mix of both,Spider-Man,Barbie Doll,45 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",200,"In-store displays, TV","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,High (5),"Newsletters, YouTube"
R431,4,Female,Hot Wheels,Several times/week,Mixed,YouTube ad,Seasonal,Digital mostly,Spider-Man,LEGO Minecraft,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",350,"TV, Social media","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,Low (1),"YouTube, Parent forums"
R432,4,Male,Cocomelon Set,Daily,Mixed,Store display,Occasion-based,Mix of both,Paw Patrol,Transformers,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Smyths",250,"YouTube, In-store displays","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Low (1),"Instagram, Teachers"
R433,5,Male,Nintendo Switch,Daily,Mixed,Social media,Year-round,Digital mostly,Spider-Man,Nintendo Switch,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",350,"TV, YouTube","STEM, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,High (5),"Parent forums, YouTube"
R434,7,Female,Hot Wheels,Several times/week,Family play,YouTube ad,Seasonal,Digital mostly,Bluey,Barbie Doll,45 mins,Playroom,"Educational (5), Interest (5), Price (4)","Tesco, Argos",300,"Social media, TV","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,High (5),"Teachers, Newsletters"
R435,2,Male,LEGO Minecraft,Several times/week,Mixed,TV ad,Seasonal,Mix of both,Mario,Barbie Doll,30 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",350,"TV, In-store displays","Emotional regulation, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,High (5),"Teachers, YouTube"
R436,3,Male,Cocomelon Set,Several times/week,Mixed,TV ad,Year-round,Mix of both,Sonic the Hedgehog,Nintendo Switch,1 hr,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Brand Website",150,"In-store displays, Parent forums","STEM, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Low (1),"Parent forums, Newsletters"
R437,8,Male,Hot Wheels,Weekly,Mixed,Gift from friend,Occasion-based,Mix of both,Mario,Fisher-Price Piano,30 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",300,"Social media, TV","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Low (1),"Parent forums, Newsletters"
R438,5,Female,Nintendo Switch,Less often,Solo play,Store display,Seasonal,Physical only,Peppa Pig,Hot Wheels,15 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Smyths",100,"TV, YouTube","Emotional regulation, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Medium (3),"Newsletters, YouTube"
R439,7,Male,Hot Wheels,Less often,Family play,Gift from friend,Year-round,Mix of both,Bluey,Barbie Doll,15 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Brand Website, Smyths",200,"YouTube, Social media","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Important (4),No screens after 6PM,Medium (3),"Newsletters, Instagram"
R440,3,Female,Cocomelon Set,Daily,Solo play,TV ad,Seasonal,Mix of both,Peppa Pig,Hot Wheels,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Argos",350,"Parent forums, In-store displays","Creativity, STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),50/50 balance,Medium (3),"Newsletters, YouTube"
R441,2,Female,Fisher-Price Piano,Less often,Solo play,Store display,Year-round,Mix of both,Sonic the Hedgehog,Transformers,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",200,"In-store displays, Social media","Emotional regulation, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),50/50 balance,High (5),"Newsletters, Instagram"
R442,5,Male,Hot Wheels,Less often,Family play,Social media,Year-round,Physical only,Sonic the Hedgehog,Nintendo Switch,1 hr,Living Room,"Educational (5), Interest (5), Price (4)","Tesco, Amazon",100,"YouTube, In-store displays","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Medium (3),"Instagram, Parent forums"
R443,7,Male,Cocomelon Set,Daily,Solo play,Store display,Seasonal,Physical only,Paw Patrol,LOL Surprise,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Argos, Amazon",350,"Social media, Parent forums","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Teachers, YouTube"
R444,9,Male,LEGO Minecraft,Less often,Solo play,Gift from friend,Occasion-based,Digital mostly,Peppa Pig,Nintendo Switch,45 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Amazon",250,"TV, YouTube","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Newsletters, YouTube"
R445,4,Male,Play-Doh,Daily,Mixed,Gift from friend,Seasonal,Digital mostly,Peppa Pig,Cocomelon Set,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",100,"YouTube, Parent forums","STEM, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,High (5),"Newsletters, YouTube"
R446,6,Male,Fisher-Price Piano,Several times/week,Mixed,Social media,Seasonal,Physical only,Paw Patrol,Play-Doh,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",300,"YouTube, Social media","Emotional regulation, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Parent forums, Teachers"
R447,9,Male,LOL Surprise,Less often,Solo play,TV ad,Weather-dependent,Digital mostly,Bluey,LOL Surprise,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Smyths",200,"In-store displays, Social media","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Important (4),50/50 balance,Low (1),"Teachers, YouTube"
R448,7,Male,LOL Surprise,Less often,Mixed,YouTube ad,Year-round,Physical only,Peppa Pig,Cocomelon Set,15 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",300,"Social media, Parent forums","STEM, Creativity","LEGO (Innovative), Barbie (Trusted)",Important (4),No screens after 6PM,High (5),"Parent forums, Teachers"
R449,6,Female,LEGO Minecraft,Daily,Peer play,Gift from friend,Seasonal,Physical only,Peppa Pig,Hot Wheels,30 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",150,"Parent forums, In-store displays","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Low (1),"Parent forums, Teachers"
R450,9,Female,Nintendo Switch,Weekly,Family play,TV ad,Occasion-based,Physical only,Sonic the Hedgehog,Nintendo Switch,15 mins,Bedroom,"Educational (5), Interest (5), Price (4)","Argos, Smyths",100,"Social media, Parent forums","Cognitive dev., Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Very important (5),50/50 balance,Medium (3),"Parent forums, Teachers"
R451,3,Male,Play-Doh,Daily,Family play,Gift from friend,Occasion-based,Mix of both,Elsa (Frozen),Barbie Doll,1 hr,Kitchen Table,"Educational (5), Interest (5), Price (4)","Amazon, Argos",350,"In-store displays, Parent forums","Fine motor skills, Cognitive dev.","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,High (5),"Instagram, Teachers"
R452,4,Female,Fisher-Price Piano,Several times/week,Peer play,TV ad,Seasonal,Mix of both,Bluey,LEGO Minecraft,45 mins,Backyard,"Educational (5), Interest (5), Price (4)","Smyths, Tesco",250,"TV, In-store displays","Fine motor skills, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Important (4),1hr on weekends,Low (1),"Parent forums, Newsletters"
R453,8,Female,Cocomelon Set,Daily,Family play,TV ad,Weather-dependent,Physical only,Peppa Pig,Transformers,15 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Brand Website",250,"Parent forums, YouTube","Creativity, Fine motor skills","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),1hr on weekends,Medium (3),"Instagram, Parent forums"
R454,3,Female,LEGO Minecraft,Less often,Mixed,Store display,Weather-dependent,Digital mostly,Bluey,Nintendo Switch,15 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",250,"Parent forums, In-store displays","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Low (1),"Instagram, Teachers"
R455,8,Female,Cocomelon Set,Several times/week,Family play,YouTube ad,Year-round,Physical only,Paw Patrol,Cocomelon Set,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Smyths, Amazon",350,"Social media, Parent forums","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Very important (5),Timer-based play,Low (1),"Teachers, Instagram"
R456,3,Male,Barbie Doll,Daily,Solo play,Store display,Seasonal,Physical only,Sonic the Hedgehog,Play-Doh,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",350,"In-store displays, Parent forums","Fine motor skills, STEM","LEGO (Innovative), Barbie (Trusted)",Important (4),Timer-based play,High (5),"Parent forums, Teachers"
R457,2,Male,Fisher-Price Piano,Weekly,Mixed,TV ad,Weather-dependent,Digital mostly,Elsa (Frozen),Fisher-Price Piano,15 mins,Kitchen Table,"Educational (5), Interest (5), Price (4)","Smyths, Brand Website",100,"YouTube, Social media","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Very important (5),No screens after 6PM,High (5),"Instagram, YouTube"
R458,5,Male,Play-Doh,Weekly,Solo play,Gift from friend,Seasonal,Mix of both,Minions,Fisher-Price Piano,30 mins,Playroom,"Educational (5), Interest (5), Price (4)","Brand Website, Tesco",150,"In-store displays, YouTube","Cognitive dev., STEM","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Teachers, Instagram"
R459,4,Female,Fisher-Price Piano,Daily,Family play,YouTube ad,Occasion-based,Digital mostly,Peppa Pig,Barbie Doll,30 mins,Backyard,"Educational (5), Interest (5), Price (4)","Amazon, Argos",250,"Social media, TV","Cognitive dev., Creativity","LEGO (Innovative), Barbie (Trusted)",Not important (1),No screens after 6PM,Medium (3),"Instagram, Teachers"
R460,6,Female,Nintendo Switch,Weekly,Mixed,Store display,Year-round,Mix of both,Mario,Barbie Doll,1 hr,Bedroom,"Educational (5), Interest (5), Price (4)","Tesco, Brand Website",200,"TV, Parent forums","Emotional regulation, Creativity","LEGO (Innovative), Barbie (Trusted)",Very important (5),1hr on weekends,Low (1),"YouTube, Parent forums"
R461,5,Female,LOL Surprise,Weekly,Solo play,TV ad,Year-round,Mix of both,Sonic the Hedgehog,Barbie Doll,45 mins,Living Room,"Educational (5), Interest (5), Price (4)","Brand Website, Amazon",150,"Social media, Parent forums","Creativity, Emotional regulation","LEGO (Innovative), Barbie (Trusted)",Somewhat (3),No screens after 6PM,Medium (3),"Teachers, YouTube"
